date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment,merge_key
2025-04-01,AUS,rosehill (aus),6:05,Egroup Security Star Kingdom Stakes Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,6f,6f,1200.0,Soft,12,1.0,11,4.0,8.5,.5,coal crusher,7,G,131,,1:13.72,73.72,26.0,Chad Schofield,Joseph Pride,,–,–,Turffontein (AUS),Media Academy (AUS),Royal Academy,Ms K M Pride Surfing Cowboys Mrs S Arena,,rosehill (aus)_coal crusher_2025-04-01_6:05
2025-04-01,AUS,rosehill (aus),6:05,Egroup Security Star Kingdom Stakes Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,6f,6f,1200.0,Soft,12,13.0,12,5.0,8.75,0.3,espionage,3,C,117,b,1:13.77,73.77,5.5,Timothy Clark,Gai Waterhouse & Adrian Bott,,–,–,Zoustar (AUS),In Times Of War (AUS),Street Cry,Wynaus Coolmore Et Al,Held up in midfield between horses - ridden and effort 2f out - driven and weakened from 1f out - eased inside final furlong,rosehill (aus)_espionage_2025-04-01_6:05
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,1.0,1,3.0,0,0,dubai honour,7,G,130,t,2:31.20,151.20,3.2,Tom Marquand,William Haggas,430693.07,–,–,Pride Of Dubai (AUS),Mondelice GB,Montjeu,Mohamed Obaida,Held up tracked leaders between horses - midfield on outer from halfway - progress from 3f out - ridden 2f out - not clear run and edged left 1 1/2f out - driven and ran on well under pressure to lead final 110yds - ridden out,rosehill (aus)_dubai honour_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,4.0,2,1.0,.75,.75,duke de sessa,6,G,130,t,2:31.35,151.35,5.5,Harry Coffey,Ciaron Maher,141089.11,–,–,Lope De Vega (IRE),Dark Crusader (IRE),Cape Cross,M J Regan S E C Duke Et Al,,rosehill (aus)_duke de sessa_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,2.0,3,2.0,1.25,.5,vauban,7,G,130,,2:31.45,151.45,3.1,Timothy Clark,Gai Waterhouse & Adrian Bott,70544.55,–,–,Galiway (GB),Waldfest GB,Hurricane Run,Australian Bloodstock Ab Vauban Et Al,,rosehill (aus)_vauban_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,3.0,4,4.0,1.75,.5,arapaho,8,G,130,,2:31.55,151.55,8.0,Rachel King,Bjorn Baker,33663.37,–,–,Lope De Vega (IRE),Alzubra GB,Dansili,Bjorn Baker Racing C E Holt Et Al,,rosehill (aus)_arapaho_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,6.0,5,8.0,3.5,1.75,circle of fire,5,H,130,t,2:31.90,151.90,31.0,Jason Collett,Ciaron Maher,15841.58,–,–,Almanzor (FR),Fiery Sunset GB,Galileo,M Johnston Mrs A J Johnston Et Al,,rosehill (aus)_circle of fire_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,9.0,6,5.0,3.75,0.3,zechariah,6,G,130,,2:31.95,151.95,61.0,Kerrin McEvoy,Chris Waller,7425.74,–,–,Nathaniel (IRE),Nancy O (IRE),Pivotal,Tfi Syndicate,,rosehill (aus)_zechariah_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,14.0,7,10.0,4,0.2,river of stars,6,M,126,,2:32.04,152.04,19.0,Nash Rawiller,Chris Waller,7425.74,–,–,Sea The Stars (IRE),Amazone (GER),Adlerflug,Yu Long Investments,,rosehill (aus)_river of stars_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,7.0,8,9.0,4.25,0.3,land legend,5,G,130,,2:32.05,152.05,61.0,Damian Lane,Chris Waller,7425.74,–,–,Galileo (IRE),Landikusic (IRE),Dansili,Legend Racing Pty Ltd,,rosehill (aus)_land legend_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,5.0,9,6.0,8.5,4.25,zarir,5,G,130,t,2:32.90,152.90,26.0,Tommy Berry,Chris Waller,4950.50,–,–,Frankel (GB),Zarshana (IRE),Sea The Stars,Yu Long Investments,,rosehill (aus)_zarir_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,11.0,10,7.0,8.75,0.3,warmonger,4,G,129,t,2:32.95,152.95,19.0,Chad Schofield,Mick Price & Michael Kent Jnr,4950.50,–,–,War Decree (USA),Princess Sapphire (NZ),Savabeel,Oti Racing Balmerino Racing Partnership Et Al,,rosehill (aus)_warmonger_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),6:40,Kia Tancred Stakes  (3yo+) (Turf),Flat,,Group 1,,3yo+,,1m4f,12f,2400.0,Soft,11,8.0,11,11.0,17.75,9,asterix,6,G,130,b,2:34.75,154.75,81.0,Joshua Parr,Chris Waller,,–,–,Tavistock (NZ),Mourasana GB,Shirocco,D Kelt M J Greatbatch Et Al,,rosehill (aus)_asterix_2025-04-01_6:40
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,5.0,1,4.0,0,0,lekvarte,6,M,123,,1:31.49,91.49,18.0,Joshua Parr,Joseph Pride,84158.42,–,–,Reliable Man (GB),Plumm (AUS),Encosta De Lago,B K Racing Breeding Pty Ltd B J Vassallo,,rosehill (aus)_lekvarte_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,7.0,2,5.0,0.1,0.1,lazzura,3,F,121,,1:31.51,91.51,2.5,Tommy Berry,Chris Waller,27722.77,–,–,Snitzel (AUS),Laguna Azzurra (JPN),Hearts Cry,B 2 B Thoroughbreds Pl,,rosehill (aus)_lazzura_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,14.0,3,12.0,1.75,1.75,harlem queen,3,F,117,b,1:31.84,91.84,8.5,Taylor Marshall,Nathan Doyle,13490.10,–,–,Brutal (NZ),Harlem River (AUS),Fastnet Rock,Calibre Racing Group Hogesnlen Racing Et Al,,rosehill (aus)_harlem queen_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,3.0,4,1.0,2.25,0.3,coeur volante,4,F,123,tb,1:31.94,91.94,6.0,Jason Collett,Glen Thompson,6559.41,–,–,Proisir (AUS),Shanina (AUS),Testa Rossa,Ballymore Stables Aus Pty Ltd R C Legh Racing Pl Et Al,,rosehill (aus)_coeur volante_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,15.0,5,3.0,3,.75,snow in may,3,F,117,,1:32.09,92.09,10.0,Kerrin McEvoy,John OShea & Tom Charlton,3564.36,–,–,The Autumn Sun (AUS),See You Soon (AUS),Siyouni,Bangaloe Stud Werrett Bloodstock Pty Ltd Et Al,,rosehill (aus)_snow in may_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,10.0,6,10.0,4.25,1.25,sakti,4,F,119,,1:32.34,92.34,21.0,Chad Schofield,Mick Price & Michael Kent Jnr,1980.20,–,–,Caravaggio (USA),Oh Grace (IRE),Lawman,Yu Long Investments,,rosehill (aus)_sakti_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,11.0,7,2.0,4.25,0.1,private legacy,4,F,119,b,1:32.36,92.36,51.0,Rachel King,Gregory Hickman,1831.68,–,–,The Autumn Sun (AUS),Private Secretary (AUS),Husson,G D Hickman A P Carney Et Al,,rosehill (aus)_private legacy_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,6.0,8,7.0,5.25,1,honey girl,6,M,121,,1:32.54,92.54,51.0,Harry Coffey,Ciaron Maher,1831.68,–,–,Mayson (GB),Fleeting Image GB,Sir Percy,T N Porter Mrs B E Porter Et Al,,rosehill (aus)_honey girl_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,2.0,9,6.0,6,.75,pulchritudinous,4,F,128,,1:32.69,92.69,31.0,Timothy Clark,Gai Waterhouse & Adrian Bott,1831.68,–,–,Wrote (IRE),Showus (NZ),Pentire,Yu Long Investments,,rosehill (aus)_pulchritudinous_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,4.0,10,8.0,6.25,0.3,scarlet oak,4,F,123,,1:32.74,92.74,7.0,Damian Lane,Chris Waller,1831.68,–,–,Kermadec (NZ),Tactless (AUS),Commands,A Kheir J A Oneill Et Al,,rosehill (aus)_scarlet oak_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,8.0,11,11.0,11.75,5.5,ausbred flirt,6,M,119,,1:33.84,93.84,26.0,Alysha Collett,Brad Widdup,,–,–,Maurice (JPN),Seven Year Itch (AUS),Keltrice,C J Lawlor Mrs L C Lawlor Yes Bloodstock,,rosehill (aus)_ausbred flirt_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),4:55,Cincotta Chemist Emancipation Stakes  (3yo+ Fillies & Mares) (Turf),Flat,,Group 2,,3yo+,F & M,7½f,7.5f,1500.0,Soft,12,13.0,12,9.0,27,15.25,mrs morrell,4,F,119,t,1:36.89,96.89,61.0,Tyler Schiller,James Ferguson,,–,–,Zoustar (AUS),Cockney Dancer GB,Cockney Rebel,Natalma Stable,Slow to stride - progress on outer to lead after 2f - ridden over 2f out - driven and headed over 1 1/2f out - weakened quickly - eased from 1f out,rosehill (aus)_mrs morrell_2025-04-01_4:55
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,8.0,1,6.0,0,0,pocketing,3,G,123,,2:4.26,124.26,9.0,Joshua Parr,Richard & William Freedman,84158.42,–,–,Grunt (NZ),Pickpocket (AUS),High Chaparral,Yu Long Investments,,rosehill (aus)_pocketing_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,1.0,2,13.0,0.05,0.05,firm agreement,3,G,123,,2:4.27,124.27,9.0,Tyler Schiller,Annabel Neasham & Rob Archibald,27722.77,–,–,Yes Yes Yes (AUS),Money Magic (AUS),So You Think,Triple Crown Syndications K And Ajb Racing Et Al,,rosehill (aus)_firm agreement_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,4.0,3,11.0,0.2,0.1,king of thunder,3,G,123,,2:4.30,124.30,5.5,Zac Lloyd,John OShea & Tom Charlton,13490.10,–,–,Tivaci (AUS),Sheezababe (NZ),Zabeel,A Rakowski M D Sullivan Et Al,,rosehill (aus)_king of thunder_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,15.0,4,1.0,1.25,1,black babylon,4,G,123,p,2:4.51,124.51,101.0,Tom Marquand,Annabel Neasham & Rob Archibald,6559.41,–,–,Night Of Thunder (IRE),Akhania GB,Dalakhani,S E Sangster G P Carmody Et Al,,rosehill (aus)_black babylon_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,5.0,5,5.0,2.25,1,confetti garden,3,G,123,tp,2:4.71,124.71,5.0,Tommy Berry,Trent Busuttin & Natalie Young,3564.36,–,–,Saxon Warrior (JPN),Keeva (AUS),Fastnet Rock,Busuttin Racing Syndicate T E Woodman Et Al,,rosehill (aus)_confetti garden_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,9.0,6,2.0,3.25,1,autumn aroha,3,G,123,b,2:4.91,124.91,18.0,Chad Schofield,Richard Litt,1980.20,–,–,The Autumn Sun (AUS),Indarra (NZ),Stravinsky,J D Micallef D Galea Et Al,,rosehill (aus)_autumn aroha_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,2.0,7,9.0,4.25,1,golden century,3,G,125,p,2:5.11,125.11,6.0,Nash Rawiller,Tony Pike,1831.68,–,–,Pierro (AUS),Breeze (IRE),Sea The Stars,Oti Racing S Cowan Et Al,,rosehill (aus)_golden century_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,10.0,8,7.0,4.25,0.1,deal n dash,3,G,123,t,2:5.13,125.13,15.0,Rachel King,Bjorn Baker,1831.68,–,–,Dundeel (NZ),Kebede (AUS),Redoutes Choice,Ace Bloodstock Racing Pty Ltd Deal N Stacks Synd Et Al,,rosehill (aus)_deal n dash_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,7.0,9,4.0,5,.75,tenbury wells,3,G,123,tp,2:5.26,125.26,21.0,Alysha Collett,Brad Widdup,1831.68,–,–,Fastnet Rock (AUS),Dowager Queen (NZ),Savabeel,Summertime Thoroughbreds Daleigh Park Livestock,,rosehill (aus)_tenbury wells_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,13.0,10,8.0,7.5,2.5,hardpoint,3,G,123,,2:5.76,125.76,26.0,Dylan Gibbons,Brad Widdup,1831.68,–,–,Raise The Flag (GB),Holy Flame (AUS),I Am Invincible,Cross Park Syndicate Brad Widdup Racing Syndicate Et Al,,rosehill (aus)_hardpoint_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,12.0,11,3.0,13.75,6.25,war ribbon,3,G,123,,2:7.01,127.01,18.0,Thomas Sherry,David Payne,,–,–,Calyx (GB),Motion Of Power (GER),Montjeu,W M Shelton Mrs S E Shelton Et Al,,rosehill (aus)_war ribbon_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,14.0,12,10.0,18.5,4.75,perfect justice,3,G,123,b,2:7.96,127.96,71.0,Molly Bourke,John Sargent,,–,–,Justify (USA),Childhood (USA),Lonhro,Think Big Stud Westcode Pty Ltd Et Al,,rosehill (aus)_perfect justice_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),3:45,Toyota Forklifts Tulloch Stakes  (3yo Colts & Geldings) (Turf),Flat,,Group 2,,3yo+,C & G,1m2f,10f,2000.0,Soft,13,11.0,13,12.0,24,5.5,format,3,C,123,b,2:9.06,129.06,9.0,Timothy Clark,Gai Waterhouse & Adrian Bott,,–,–,Frankel (GB),Nechita (AUS),Fastnet Rock,Evergreen Rich Pty Ltd,,rosehill (aus)_format_2025-04-01_3:45
2025-04-01,AUS,rosehill (aus),4:20,Precise Air Neville Sellwood Stakes  (4yo+) (Turf),Flat,,Group 2,,4yo+,,1m2f,10f,2000.0,Soft,10,1.0,1,7.0,0,0,ceolwulf,4,G,131,,2:5.61,125.61,1.5,Chad Schofield,Joseph Pride,84158.42,–,–,Tavistock (NZ),Las Brisas GB,Shamardal,W M Shelton Mrs S E Shelton Et Al,,rosehill (aus)_ceolwulf_2025-04-01_4:20
2025-04-01,AUS,rosehill (aus),4:20,Precise Air Neville Sellwood Stakes  (4yo+) (Turf),Flat,,Group 2,,4yo+,,1m2f,10f,2000.0,Soft,10,3.0,2,4.0,0.05,0.05,just fine,7,G,128,,2:5.62,125.62,16.0,Timothy Clark,Gai Waterhouse & Adrian Bott,27722.77,–,–,Sea The Stars (IRE),Bint Almatar (USA),Kingmambo,Myracehorse No 1 Australian Chinese J C Racing 7 Et Al,,rosehill (aus)_just fine_2025-04-01_4:20
2025-04-01,AUS,rosehill (aus),4:20,Precise Air Neville Sellwood Stakes  (4yo+) (Turf),Flat,,Group 2,,4yo+,,1m2f,10f,2000.0,Soft,10,14.0,3,8.0,0.1,0.05,our gold hope,4,F,117,,2:5.63,125.63,14.0,Tyler Schiller,Robert & Luke Price,13490.10,–,–,Lope De Vega (IRE),Grey Queen (USA),More Than Ready,B A Noble K A Noble Mrs M Noble,,rosehill (aus)_our gold hope_2025-04-01_4:20
2025-04-01,AUS,rosehill (aus),4:20,Precise Air Neville Sellwood Stakes  (4yo+) (Turf),Flat,,Group 2,,4yo+,,1m2f,10f,2000.0,Soft,10,12.0,4,3.0,0.3,0.2,touristic,6,G,121,v,2:5.67,125.67,51.0,Rachel King,Peter Snowden,6559.41,–,–,Frankel (GB),Heuristique (IRE),Shamardal,Tedwin Bloodstock Spartus Bloodstock Et Al,,rosehill (aus)_touristic_2025-04-01_4:20
2025-04-01,AUS,rosehill (aus),4:20,Precise Air Neville Sellwood Stakes  (4yo+) (Turf),Flat,,Group 2,,4yo+,,1m2f,10f,2000.0,Soft,10,7.0,5,1.0,1.5,1.25,palmetto,6,G,121,t,2:5.91,125.91,11.0,Kerrin McEvoy,John Sargent,3564.36,–,–,Ghibellines (AUS),Carolina Island (NZ),Darci Brahma,C R Smith C E Holt Et Al,,rosehill (aus)_palmetto_2025-04-01_4:20
2025-04-01,AUS,rosehill (aus),4:20,Precise Air Neville Sellwood Stakes  (4yo+) (Turf),Flat,,Group 2,,4yo+,,1m2f,10f,2000.0,Soft,10,2.0,6,10.0,2,.5,bois dargent,8,G,128,,2:6.01,126.01,16.0,Joshua Parr,Annabel Neasham & Rob Archibald,1980.20,–,–,Toronado (IRE),Madonna Lily (IRE),Daylami,Ontrack Bois Dargent Fourmour Racing Et Al,,rosehill (aus)_bois dargent_2025-04-01_4:20
2025-04-01,AUS,rosehill (aus),4:20,Precise Air Neville Sellwood Stakes  (4yo+) (Turf),Flat,,Group 2,,4yo+,,1m2f,10f,2000.0,Soft,10,5.0,7,5.0,3.5,1.5,hezashocka,7,G,122,,2:6.31,126.31,21.0,Regan Bayliss,Mick Price & Michael Kent Jnr,1831.68,–,–,Shocking (AUS),Shezakiwi (NZ),Brilliance,Oti Racing R Menchise Et Al,,rosehill (aus)_hezashocka_2025-04-01_4:20
2025-04-01,AUS,rosehill (aus),4:20,Precise Air Neville Sellwood Stakes  (4yo+) (Turf),Flat,,Group 2,,4yo+,,1m2f,10f,2000.0,Soft,10,8.0,8,2.0,4.5,1,gear up,7,G,121,t,2:6.51,126.51,31.0,Tom Marquand,Annabel Neasham & Rob Archibald,1831.68,–,–,Teofilo (IRE),Gearanai (USA),Toccet,Teme Valley J F Webb Et Al,,rosehill (aus)_gear up_2025-04-01_4:20
2025-04-01,AUS,rosehill (aus),4:20,Precise Air Neville Sellwood Stakes  (4yo+) (Turf),Flat,,Group 2,,4yo+,,1m2f,10f,2000.0,Soft,10,13.0,9,9.0,7,2.5,medatsu,4,G,121,,2:7.01,127.01,19.0,Tommy Berry,Chris Waller,1831.68,–,–,Staphanos (JPN),Christine Ann (NZ),Mastercraftsman,L F Muollo A M Muollo,,rosehill (aus)_medatsu_2025-04-01_4:20
2025-04-01,AUS,rosehill (aus),4:20,Precise Air Neville Sellwood Stakes  (4yo+) (Turf),Flat,,Group 2,,4yo+,,1m2f,10f,2000.0,Soft,10,4.0,10,6.0,21,14,zarakem,5,H,125,,2:9.81,129.81,15.0,Jason Collett,Ciaron Maher,1831.68,–,–,Zarak (FR),Harem Mistress (IRE),Mastercraftsman,N De Chambure S Benaroussi,,rosehill (aus)_zarakem_2025-04-01_4:20
2025-04-01,AUS,rosehill (aus),7:15,Racing And Sports Doncaster Prelude Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,7½f,7.5f,1500.0,Soft,11,1.0,1,7.0,0,0,just folk,8,G,130,tb,1:30.39,90.39,14.0,Tommy Berry,Gavin Bedggood,69306.93,–,–,Magnus (AUS),Fast Ruby (AUS),Desert Sun,D J Elliott Mrs C A Elliott Et Al,,rosehill (aus)_just folk_2025-04-01_7:15
2025-04-01,AUS,rosehill (aus),7:15,Racing And Sports Doncaster Prelude Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,7½f,7.5f,1500.0,Soft,11,6.0,2,1.0,1.25,1.25,new endeavour,5,G,123,,1:30.64,90.64,4.6,Rachel King,Gai Waterhouse & Adrian Bott,22896.04,–,–,New Bay (GB),Moody Blue (IRE),Invincible Spirit,L Nestadt Teme Valley Et Al,,rosehill (aus)_new endeavour_2025-04-01_7:15
2025-04-01,AUS,rosehill (aus),7:15,Racing And Sports Doncaster Prelude Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,7½f,7.5f,1500.0,Soft,11,10.0,3,10.0,2,.75,ducasse,4,C,119,tv,1:30.79,90.79,5.5,Tyler Schiller,Michael Freedman,11089.11,–,–,Trapeze Artist (AUS),Custard (AUS),Lonhro,Winkurra Colts Segenhoe Thoroughbreds Australia Et Al,,rosehill (aus)_ducasse_2025-04-01_7:15
2025-04-01,AUS,rosehill (aus),7:15,Racing And Sports Doncaster Prelude Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,7½f,7.5f,1500.0,Soft,11,5.0,4,6.0,4.5,2.5,encap,4,G,125,b,1:31.29,91.29,8.5,Nash Rawiller,Gary Portelli,5445.54,–,–,Capitalist (AUS),Enquare (AUS),Stratum,G Portelli R El Daghl Et Al,,rosehill (aus)_encap_2025-04-01_7:15
2025-04-01,AUS,rosehill (aus),7:15,Racing And Sports Doncaster Prelude Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,7½f,7.5f,1500.0,Soft,11,7.0,5,9.0,10.5,6,sandpaper,5,G,122,,1:32.49,92.49,14.0,Timothy Clark,Bjorn Baker,3019.80,–,–,Snitzel (AUS),Smooth (AUS),Lonhro,Darby Racing Syndicate Mrs A Baker Et Al,,rosehill (aus)_sandpaper_2025-04-01_7:15
2025-04-01,AUS,rosehill (aus),7:15,Racing And Sports Doncaster Prelude Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,7½f,7.5f,1500.0,Soft,11,2.0,6,4.0,13,2.5,amenable,5,G,128,tb,1:32.99,92.99,5.5,Chad Schofield,Mick Price & Michael Kent Jnr,1980.20,–,–,Lonhro (AUS),Carribean Sunset (IRE),Danehill Dancer,J M Maclean D J M Maclean Et Al,,rosehill (aus)_amenable_2025-04-01_7:15
2025-04-01,AUS,rosehill (aus),7:15,Racing And Sports Doncaster Prelude Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,7½f,7.5f,1500.0,Soft,11,9.0,7,3.0,13.25,0.3,berkshire shadow,6,G,119,tb,1:33.04,93.04,16.0,Jason Collett,Ciaron Maher,1732.67,–,–,Dark Angel (IRE),Angel Vision (IRE),Oasis Dream,Australian Bloodstock J A Murray Et Al,,rosehill (aus)_berkshire shadow_2025-04-01_7:15
2025-04-01,AUS,rosehill (aus),7:15,Racing And Sports Doncaster Prelude Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,7½f,7.5f,1500.0,Soft,11,14.0,8,11.0,13.5,0.1,sibaaq,7,G,118,b,1:33.11,93.11,19.0,Harry Coffey,Annabel Neasham & Rob Archibald,1732.67,–,–,Dark Angel (IRE),Maid To Dream GB,Oasis Dream,Bennett Racing Pl Syndicate N Bennett Et Al,,rosehill (aus)_sibaaq_2025-04-01_7:15
2025-04-01,AUS,rosehill (aus),7:15,Racing And Sports Doncaster Prelude Handicap) (3yo+) (Turf),Flat,,Group 3,,3yo+,,7½f,7.5f,1500.0,Soft,11,15.0,9,5.0,14.75,1.25,glint of silver,5,G,117,,1:33.34,93.34,41.0,Jay Ford,David Pfieffer,1732.67,–,–,Rubick (AUS),Blue Ruby (AUS),Lonhro,S Cameron C J Swadling Et Al,,rosehill (aus)_glint of silver_2025-04-01_7:15
